Company Name,Rating
PT Jimbaran Hijau,4.125 out of 5
PT Biosains Medika Indonesia,3 out of 5
Pt. Hexphram jaya,4.3333 out of 5
PT Altadesi Prima Citra,5 out of 5
Perkumpulan Sada Ahmo (Persada),3 out of 5
PT SUMBER CIPTA MULTI NIAGA,3.6667 out of 5
PT Al Jazeerah Restaurant,0 out of 5
PT Kawaguchi Kimia Indonesia,4.6 out of 5
PT Truewear Asa Link,3 out of 5
PT BANK JABAR,4.75 out of 5
PT Bestfoods Nusantara,3.375 out of 5
PT Binavalasindo Dolarasia Sejahtera Utama,3.875 out of 5
PT Astrindo Senayasa,3.7391 out of 5
PT Epso Batam,4.4 out of 5
PT kyokuni,4.3333 out of 5
Hokari Linex Pratama,5 out of 5
CV Suritex,3.6471 out of 5
PT.IWIP WEDA,4.625 out of 5
PT Mulia Cemerlang Abadi Multi Industry,4.4615 out of 5
PT Plastic Injection Indonesia,0 out of 5
Sekolah Ciputra Surabaya,4.7 out of 5
PT. SHIP MANAGEMENT INDONESIA,5 out of 5
SUPER PENYET,3.5 out of 5
Pt pindo deli Karawang,4.6 out of 5
PT Atri Distribusindo,4.0278 out of 5
PT Mahadhika Permata Wijaya (CROWN PRINCE Hotel Surabaya),4.3333 out of 5
PT.BANK RAKYAT INDONESIA PESERO,4.5333 out of 5
B L Harbert International LLC,4.625 out of 5
PT Pop Star,3.6667 out of 5
PT Promaco Cipta Bersama,3.8571 out of 5
PT GLOBAL IMOO TELEKOMUNIKASI,4.5 out of 5
PT.SMART Tbk- SINARMAS GROUP,4.5 out of 5
PT Sarana Andalan Elektrika,5 out of 5
PT Kobin Keramik Industri,4.6667 out of 5
PT BPR LESTARI NUSANTARA INDONESIA,0 out of 5
PT Mitra Adira Utama,3.9091 out of 5
PT Dutalestari Sentratama,3.8356 out of 5
Pt.sinar baja,4 out of 5
PT Sigma Utama,3.8333 out of 5
PT Nidec Sankyo Precision Indonesia,4.3714 out of 5
"PT.Hero,tbk",4.7778 out of 5
PT Balats Dwi Tunggal,3.6 out of 5
PT Berkat Wahana Saudara,5 out of 5
PT. Coco cola amatir indonesia,5 out of 5
PT Altavindo,4 out of 5
PT. D&D Packaging Indonesia,3.8333 out of 5
PT Autochem Industry,4.2 out of 5
Sekolah Tunas Harum Bangsa,4.3333 out of 5
PT. kereta Api Logistik (KALOG),4.6667 out of 5
PT Berkat Sinar Sentosa,4.2857 out of 5
PT Schneider Batam,4.1667 out of 5
detikcom,4.15 out of 5
PT Astrindo Satrya Kharisma,4.1304 out of 5
PT.panasonic manu,5 out of 5
PT WijayaKarya,4.6875 out of 5
PT Fresh Grow International,3.6667 out of 5
PT Sumber Tani Agung Resources,4.3333 out of 5
PT Kumkang Tech Indonesia,4 out of 5
PT Hotmal Jaya Perkasa,3.75 out of 5
PT Warung Pintar Sekali,4.4375 out of 5
PT.nipon indosari corpindo(sariroti)tbk,5 out of 5
PT Aneka Papera Indah,3.6667 out of 5
PT Trinitan Metals & Minerals,4.2857 out of 5
PT Anggun Permai Tekindo,4.6667 out of 5
PT Surveyor Indonesia,3.9459 out of 5
PT Paxel Algorita Unggul,4.5 out of 5
The Royal Purnama Art Suites & Villas,4.3333 out of 5
PT.baf finance,5 out of 5
PT Mersifarma Tirmaku Mercusana,3.9118 out of 5
Universitas Universal,3.2857 out of 5
PT Nohara Alta Indonesia,3.75 out of 5
PT Dasa Depa Interior,4 out of 5
PT Cerita Bahagia,4.4 out of 5
PT.ASTRA INTERNATIONAL Tbk ( AUTO2000 ),5 out of 5
PT Lambang Jaya,4.3333 out of 5
PT Cindara Pratama Lines,4.1667 out of 5
PT Arah Environmental Indonesia,4.5 out of 5
Creating Creative Solution & Improvement (CCSI),4.3333 out of 5
MINISO HOME,3.9091 out of 5
PT Pacific Food Indonesia,3.75 out of 5
PT Agung Mandiri Global,4.5 out of 5
PT. Hero Supeemarket,4.6667 out of 5
Perusahaan Retail Fashion,3.3333 out of 5
PT.INDOMARCO-PRISMATAMA,4.4783 out of 5
PT Tanto Intim Line,4.3125 out of 5
PT Fotexco Busana International,3.5556 out of 5
PT Leu Ritel Indonesia,2.5 out of 5
PT Lasada E Logistik Indonesia,4.6667 out of 5
PT Rotaryana Prima,0 out of 5
Pt chingluh vactory,4.6667 out of 5
PT.GALANGAN KAPAL LANCAR,3.25 out of 5
PT Iweka Digital Solusi,4.6667 out of 5
Pt garda trimitra utama,3 out of 5
PT Cometa International,4 out of 5
PT DHL Global Forwarding Indonesia,4.2797 out of 5
Badan pusat statistik,4.7333 out of 5
Value Consult,0 out of 5
DI Marketing,3.8571 out of 5
PT Tri Berkah Sejahtera,4 out of 5
PT BICC BERCA Cables,4.2 out of 5
PT Mayer Indah Indonesia,0 out of 5
Kurir De,4.75 out of 5
Yayasan Bekal Indonesia,3.6667 out of 5
PT Cakra Guna Karya Nusa,3.6667 out of 5
PT. Longvin Indonesia - Sukabumi,4.3333 out of 5
PT Indoglow,2.5 out of 5
PT.Tempo Scan Fasific Tbk,4.25 out of 5
Okexpress,5 out of 5
PT LinkIT360,3.8 out of 5
Yayasan Compassion East Indonesia,4.6667 out of 5
Mahanaim Group,4 out of 5
PT IEM Industries Indonesia,4.5 out of 5
PT. TIGER MANDIRI PRATAMA,4 out of 5
PT Pelayaran Armada Maritim Nusantara,5 out of 5
PT Ambient Digital Indonesia,4.5 out of 5
Strawland,3.6667 out of 5
PT Bangun Cipta Kontraktor,4.8571 out of 5
Cv Mitra Pratama,3 out of 5
PT Paradise Perkasa,3.6667 out of 5
PT. Mega Musterring,4.6667 out of 5
ZEN ROOMS,4.5789 out of 5
PT. Orins Multidaya Indonesia,4.5 out of 5
PT Medika Sarana Traliansia (BIMC Hospital Bali),4 out of 5
PT Global Kuliner Ciptarasa,4.5 out of 5
PT Limax Kaleborah Marifat,2.5 out of 5
PT RADI LOGAM INDONESIA,3.5 out of 5
PT Kesuma,4 out of 5
PT Gogobli Asia Teknologi,3.2727 out of 5
PT Global Assistance and Healthcare,3.9333 out of 5
PT Shindengen Indonesia,4.6667 out of 5
PT AXA Mandiri Indonesia,5 out of 5
PT Metalart Astra Indonesia,4.3333 out of 5
PT Asia Paper Mills,4.8 out of 5
Pt. Sanghiang Perkasa (Kalbe Nutritionals) ss,4.5493 out of 5
PT Niaga Buana Solusi Utama,4.3333 out of 5
PT Interprima Nusantara Mandiri,3 out of 5
Universitas Sanata Dharma Yogyakarta,4.55 out of 5
PT Bina Utama Sakti,3.5 out of 5
PT Karyadibya Mahardhika,4.2609 out of 5
PT Nusa Surya Ciptadana Finance (NSC Finance),4 out of 5
PT Summit Indonesia,3.5 out of 5
PT Foodism Arta,2.75 out of 5
PT Sarana Majukan Ekonomi Finance Indonesia,4.1471 out of 5
PT Sakai Indonesia,3.75 out of 5
PT UMW International,4.75 out of 5
PT.Bhakti Idola Tama Bandung,4 out of 5
Universitas Multimedia Nusantara,4.5625 out of 5
PT Aloka Persada,4.5 out of 5
PT Fortune Indonesia Tbk,4 out of 5
PT E-Tirta Medical Center,3.8462 out of 5
PT Comtech Cellular(Jakarta),4.25 out of 5
PT BONDVAST INDO SUKSES (Mojokerto),2.8 out of 5
PT Scancom Indonesia ( Semarang ),4.6667 out of 5
PT PASADENA ENGINEERING INDONESIA,4 out of 5
PT. PRATAMA ABADI ( NIKE ),4.5556 out of 5
Pt indolakto(indomilk),4.75 out of 5
PT Sunrise Steel,4.5 out of 5
PT Redexindo,2 out of 5
PT GS Battery,4.5909 out of 5
PT Jaga Citra Inti,4.0303 out of 5
PT. Aneka Gas Industri Tbk.,3.5957 out of 5
PT.INDONESIA EPSON INDUSTRY (IEI),4.7258 out of 5
21 Express (PT. ANDALAN DUA SATU EKSPRES ),3.8571 out of 5
PT Cheil Jedang Indonesia,4.1053 out of 5
PT PANGANSARI UTAMA FOOD DISTRIBUTIONS,4.3333 out of 5
PT Global Group,0 out of 5
PT SUMBER BINTANG REJEKI Semarang,4.5 out of 5
PT Rajawali Hiyoto (Bali),0 out of 5
PT Mitra Solusi Infokom,4.6 out of 5
RPX Logistik,4.7778 out of 5
BANK BNI SYARIAH,4.3265 out of 5
PT. Multicon Indrajaya Terminal,3.7391 out of 5
PT Sinergi Tridaya Medical,3 out of 5
PT BNI (Persero) Tbk,4.6667 out of 5
PT Aroma Prima Livindo,2.3 out of 5
PT Bioplast Unggul,4 out of 5
PT Glenindo Citramandiri,3.6 out of 5
Sekolah Highscope Medan,4 out of 5
PT UbinKayu Indonesia,3 out of 5
PT Daya Adicipta Wihaya,3.375 out of 5
MAXONE HOTEL @BOUNTY SUKABUMI,4 out of 5
PT Indah Kiat Pulp and Paper ( Divisi GPG ),4.2857 out of 5
PT Edutax Indonesia Prima,3.5 out of 5
PT Space Indonesia,2.5 out of 5
PT Lintas Harapan Mandiri (Jakarta),4.5 out of 5
PT.mada wikri Cikarang barat.bekasi,5 out of 5
PT Salindo Berlian Motor,0 out of 5
PT Colorindo Chemtra,4.75 out of 5
Kopi Kalyan,4.5 out of 5
NGK Spark Plugs (Thailand) Co.Ltd - Indonesia Office,5 out of 5
Yosinoya,4.5 out of 5
PT Central Bandung Raya (Bandung),4.5 out of 5
PT Hiro Sentra Global,4.25 out of 5
PT PUSAT GADAI INDONESIA,4 out of 5
Bimbel Gama UI,4 out of 5
PT Musashi Paint Indonesia,5 out of 5
PT Digital Aplikasi Solusi,4.6667 out of 5
pt.bluebirdroup,4 out of 5
PT Business Intelligence Technologies (Jakarta),3.5 out of 5
LUMINARY DIGITAL BALI,4.7857 out of 5
Pt yupi indo jely gum,4.2857 out of 5
pt. kaldu nabati sari,4.8 out of 5
PT HARUM INDAH SARI TOURS & TRAVEL,4.3103 out of 5
PT Puratos Indonesia,4.3077 out of 5
PT Interbat,4.1818 out of 5
CV Bintang MAs,3.3333 out of 5
PT Indonesia Toray Synthetics,4.5217 out of 5
Industri perhotelan,4.4167 out of 5
PT Alexindo Yakinprima,3.5 out of 5
RE/MAX Indonesia,4.6667 out of 5
pt national label umas daya manufacturer,4 out of 5
PT KATOLEC INDINESIA,4.5 out of 5
PT. KOPI BINTANG INDONESIA,4.5 out of 5
PT Torabika Mayora,5 out of 5
PT Sarimelati Kencana (Pizza Hut Restaurant Bali),4.4713 out of 5
DOCDOC PTE.LTD,4.3333 out of 5
PT Semesta Makmur Bersama,4.3333 out of 5
PT System Indonesia,3.6 out of 5
PT Timur Satria Perkasa,4 out of 5
PT pictory chingluh,4.4 out of 5
ABeam Consulting Indonesia,2.3333 out of 5
PT Kanitra Mitra Jayautama,3.8462 out of 5
PT Binara Guna Mediktama,4.375 out of 5
PT Decassa Creative Interindo,3.5 out of 5
PT Nasari Indonesia (Nasari Sentra KUMKM),3.5 out of 5
"Pt,Citra Buana Pasta",4.5 out of 5
PT Interindo Dutatekno,3.8571 out of 5
PT Dekatama Centra,3.25 out of 5
PT Lembuswana Perkasa,4 out of 5
"PT. BINA ADIDAYA, Paint Industries",3.75 out of 5
Institut Ilmu Sosial dan Manajemen STIAMI,3.6667 out of 5
PT Meiji Indonesian Pharmaceutical Industries,4.4444 out of 5
Rumah Sakit Pupuk Kaltim Bontang,3 out of 5
"Surat lamaran pekerjaan, SKCK,Kartu kuning, pas foto,Ijazah SMA,surat kesehatan,daftar riwayat hidup,",5 out of 5
PT SUMBER RUBBERINDO JAYA,3.6667 out of 5
PT BPR Kredit Mandiri Indonesia,4 out of 5
New Zealand Independent School,4.1 out of 5
PT Suryamas Cipta Sentosa,3.7143 out of 5
PT Garuda Metalindo,4.1639 out of 5
Distribution Center PT Hero Supermarket TBK,4.5 out of 5
PT Shafco Multi Trading,4.1579 out of 5
PT. Ultra Prima Abadi (OT Group,4 out of 5
PT BANK OCBCNISP,4.0909 out of 5
CV Menara Putih,3.5 out of 5
PT Schneider Electric Manufacturing Batam,4.4237 out of 5
PT.INDOMARCO PRITAMA,4.5 out of 5
PT Jawa Pratama Mandiri,5 out of 5
PT Suka Sari Mitra Mandiri,5 out of 5
PT Gearindo Prakarsa,4 out of 5
PT Lancar Prima,2.6667 out of 5
Citibank,4.4669 out of 5
PT.vivo mobile inndonesia,4.6667 out of 5
PT SUMBER ALFARIA TRIJAYA YBK,4.4706 out of 5
PT Ekalaya Saputra,3 out of 5
PT Lazarus Citra Indah,3.5714 out of 5
PT Okuma Indonesia,1 out of 5
Yayasan Pendidikan Katholik Saint John,4 out of 5
Trans Studio Bandung,4.15 out of 5
PT Araputra Fortuna Perkasa,4 out of 5
PT NBO Indonesia,0 out of 5
PT Yes Logistics Indonesia,4.5 out of 5
PT Sport Glove Indonesia,3.2 out of 5
PT Jaya Swarasa Agung,4 out of 5
PT Inti Pelita Jaya Maju,2 out of 5
PT Arnott's Indonesia,4.3968 out of 5
Novotel Bali Benoa Hotel,4.25 out of 5
PT Toyoda gosei,4.4 out of 5
PT Dharana Inti Boga,5 out of 5
PT 3D Networks Indonesia,4.4286 out of 5
"PT Malindo Feedmill, Tbk",3.9167 out of 5
PT.pratama abadi industri (jx),4.4651 out of 5
Konsultan bisnis,4.5 out of 5
Grand Mahkota Hotel Pontianak,4 out of 5
PT Watama Prima,3.5 out of 5
PT Dana Purna Investama,4.0379 out of 5
PT Kapal Api Global,4.6579 out of 5
PT Bengkel Motor Indonesia,4.75 out of 5
PT IDcommerce Service,4.6667 out of 5
PT.kapal api Global (perusahaan makanan dan minuma),4.6 out of 5
Pt. Parklen world indonesia,4.3333 out of 5
PT Mayekawa Indonesia,2.2 out of 5
"PT Bank Central Asia, Tbk.",4.7111 out of 5
PT. LUNA BOGA NARAYAN (Kopi Janji Jiwa),4.2727 out of 5
PT YPTT Solutions Indonesia,4.75 out of 5
PT Danarta Anugrah Divina,4.1667 out of 5
PT Bonofactum,5 out of 5
PT Kartika Naya,3.625 out of 5
Toko Gayathri Dupa Wangi,5 out of 5
PT Tapak Bimo,3 out of 5
PT King Jim Indonesia,4.1 out of 5
REDTOP Hotel & Convention Center,4.375 out of 5
PT Natrustparadigma Listrik Mandiri,2.5 out of 5
PT Reka Kreasi Makmur Abadi,2.6667 out of 5
PT BestBuy Home Shopping Indonesia (Jakarta),4 out of 5
Koperasi Karyawan Angkasa Pura Bandar Udara Juanda Surabaya,5 out of 5
CV Sumber Makmur,3.6667 out of 5
DL Slim & Skin Care,4 out of 5
PT Surganya Motor Indonesia (PLANET BAN),3.8421 out of 5
PT Yudistira Haka Perkasa,4 out of 5
PT Prabu Budi Mulia (Crowne Plaza Jakarta),4.0909 out of 5
PT Olagafood Industri Makanan dan Minuman,3.8333 out of 5
PT Ditajaya Mitra Perkasa,4.5 out of 5
PT. ITTRON GLOBAL TECHNOLOGY,1.8333 out of 5
PT Lelco Trindo Graha Nusantara,3.7 out of 5
Big Burger,0 out of 5
Kurniawan Group,5 out of 5
Hotel Santika Premiere Malang,0 out of 5
Council of Palm Oil Producing Countries,4 out of 5
PT ASIATRUST TECHNOVIMA QUALITI,3.75 out of 5
PT Indosat Mega Media (IM2),4.4074 out of 5
PT. Dunia express transindo Shopee,4.7143 out of 5
PT Jakarta Tank Terminal,4.3077 out of 5
PT Reasuransi Nasional Indonesia,4.9167 out of 5
PT.SIATAR TOP.tbk,5 out of 5
Nayzfood,1.8571 out of 5
PT Altindo Mulia Group,4 out of 5
Direct Marketing & Service,4 out of 5
PT Harsindo Oetama Perkasa ( Tangerang ),2.3333 out of 5
CV Sejahtera Mandiri,0 out of 5
PT Indocyber Global Teknologi,2.7692 out of 5
PT Bumi Sentosa Dwi Agung,3.75 out of 5
PT Benteng Api Technic,4.6667 out of 5
PT. PUTRA MEGA PURNAMA,4 out of 5
PT.GARUDAFOOD RANCAEKEK,4.75 out of 5
PT Baiksan Indonesia,3.7692 out of 5
Pt.Prakarsa Alam Segar (Wings Group Mie Sedap),3.5 out of 5
Hotels,4.6154 out of 5
Universitas Pendidikan Indonesia,4.625 out of 5
PT DSG Surya Mas Indonesia,3.7857 out of 5
Indofood Group,4.0909 out of 5
PT. Tri Perkasa Express,3 out of 5
PT Greenlab,3 out of 5
PT Radio Suara Kedjajaan,4 out of 5
pt novel pharmaceutical,4.6667 out of 5
PT Catur Putraharmonis,3.5 out of 5
PT Tempo Scan Pacific (SOLO),4.6667 out of 5
PT Nusaraya Putramandiri,4.5 out of 5
PT SUPRANUSA SINDATA,3.9333 out of 5
PT Diamas Star,3.2222 out of 5
Jakgros Multi Niaga,3.8 out of 5
PT DATACELL INFOMEDIA (PAYDIA),4.5556 out of 5
Eurokars Group,3.5714 out of 5
JILC Makassar,4.5 out of 5
CEJN Products Far East Pte Ltd (Jakarta),4.5 out of 5
PT Simex Pharmaceutical Indonesia,3.7647 out of 5
PT. Halim Jaya Sakti (ANDO),4.6667 out of 5
PT Buanatama Metalindo,2.8889 out of 5
PT LSS Global Kontraktor,3.6 out of 5
REPUBLIKA PENERBIT,5 out of 5
PT. BUDI AGUNG SENTOSA,3.375 out of 5
Duta Indah Group,0 out of 5
CV Cacaote Indonesia,4.5 out of 5
PT Aliansi Lintas Teknologi,3.5 out of 5
Volks Coffee | Specialty Coffee,3.3333 out of 5
PT Akses Cipta Solusi,4 out of 5
PT Berdikari (Persero),4.6667 out of 5
PT STAR RUBBER,0 out of 5
pt tirta investama,4 out of 5
EDGENTA PROPEL - NRC JO,4.2857 out of 5
PT. UTAMA NUSANTARA RAYA(Pabrik Kopi dan Kedai Kopi Harum Manis),4.4 out of 5
Pt toyota motor indonesia,4.8182 out of 5
PT TDK EPSON,4.5 out of 5
PT OHLALA International,4.1111 out of 5
PT Surya Sumber Sejahtera,3.5 out of 5
Amazing team,4.5 out of 5
Ralali.com,4.1429 out of 5
PT Berlian Emas Sejahtera Terpadu,4.6667 out of 5
Firma Bhakti Nusantara Konsultama,4.5 out of 5
PT Alto Sentosa,3.6667 out of 5
PT FITI Indonesia,4.3333 out of 5
PT Primagraha Keramindo,3.6667 out of 5
PT Busana Remaja Agracipta,3.7647 out of 5
PT Cipta Sarana Propertindo,4.3333 out of 5
PT Sarana Karyaputera Mandiri,3.6364 out of 5
PT Pratama abadi industry jx,4.5714 out of 5
PT BFI Finance Indonesia Tbk,0 out of 5
Agen BRIlink DKStronik,3.5 out of 5
PT Temprina Media Grafika Bekasi,4 out of 5
PT.goto Gojek Tokopedia,4.2 out of 5
PT EVEREST ENGINERS,2 out of 5
PT Anugerah Aneka Industri,4.75 out of 5
PT Kana Cipta Media,4.6667 out of 5
PT Centra Global Investama,4 out of 5
PT Bangunnusantara Jayamakmur,4 out of 5
PT Jordan Beauty Products,2.5 out of 5
PT Aneka Isolasi,4.5 out of 5
De Wave Spa & Reflexologi,0 out of 5
PT G4S Cash Services (Bandung),4.25 out of 5
PT SUMBER NATURAL INDONESIA,4.3333 out of 5
Wonderlabs,4.5 out of 5
PT. Gratia Jaya Farma (HuFa),4.4 out of 5
The Dharmawangsa,4.3333 out of 5
EMP Malacca Strait SA,4.5 out of 5
PT Twink Indonesia,4.4444 out of 5
PT Distriversa Buanamas,4 out of 5
PT Pertamina Geothermal Energy,4.625 out of 5
PT Buyung Poetra Sembada Tbk,3.8 out of 5
PT Karya Pratama,4 out of 5
PT Nufarindo,4 out of 5
Ninja expers,4.375 out of 5
Pt indomarco tbk (indomaret),4.1429 out of 5
PT. Meratus Line & Group,4.1455 out of 5
PT Mitra Andalan Sejati Solusindo,4 out of 5
PT Lumintas Puspindo,4.5 out of 5
PT Gapura Fajar Langgeng,0 out of 5
PT MNC Radio Networks,3.5 out of 5
Saya belum bekerja,4.75 out of 5
KAP Rama Wendra & Rekan,4.6154 out of 5
Waresix,2.75 out of 5
PT BiruMerah Technology,3.3333 out of 5
PT Reka Sinergi Pratama,3.8333 out of 5
PT Mega Surya Eratama,4 out of 5
PT YAKULT INDONESIA PERSADA KARIR,4.4545 out of 5
PT Paloma Shopway,4.1667 out of 5
PT Hitachi Power Systems Indonesia,4.6471 out of 5
PT. TARA KUSUMA INDAH,4.5 out of 5
Katamama Hotel,5 out of 5
PT Baja Prima,4 out of 5
PT EPIN,3.5 out of 5
PT Saipem Indonesia,4.439 out of 5
Tidak ada nama perusahan,4 out of 5
Bank Bukopin Yogyakarta,0 out of 5
PT Brilian Maha Kreasi,4.5 out of 5
PT Qiandra Information Technology,4 out of 5
SILOAM HOSPITALS Jakarta,4.3333 out of 5
PT Artamulia Tatapratama,3.8333 out of 5
PT Cemerlang Unggas Lestari,4.1429 out of 5
PT Asoka Cipta Digital,5 out of 5
Banananina (Bekasi),4.6 out of 5
PT GAC SAMUDERA LOGISTIC,4.6667 out of 5
PT.NIPPON INDOSARI NIAGA,4.3333 out of 5
PT Surya Dewata Abadi Citra Rasa (Bali),4 out of 5
PT NAIT Consultindo,5 out of 5
The Grand Palace Hotel,3.3333 out of 5
"PT Indopoly Swakarsa Industry, Tbk (Jakarta)",4.3333 out of 5
PT Wanna B Music Production,4 out of 5
PT AIDC Technology Indonesia (AIDC group),0 out of 5
PT FWD Insurance Indonesia,4.3788 out of 5
"PT Eka Sari Lorena Transport, Tbk",4.0556 out of 5
Pengen pumya penghasilan,3 out of 5
PT Seyoung Industry,3 out of 5
PT Coway International Indonesia,5 out of 5
PT Marga Harjaya Infrastruktur (Jombang),3 out of 5
DevStack,5 out of 5
PT .Keihin,4.4444 out of 5
PT DIAN GRAHA ELEKTRIKA,4.35 out of 5
PT Internet Pratama Indonesia,4.6667 out of 5
PT PERKEBUNAN NUSANTARA IV KANTOR PUSAT,5 out of 5
PT Global Intermedia Nusantara,4.6667 out of 5
PT Talenta Putra Utama,3.8 out of 5
PT Fortune Pramana Rancang,4.1 out of 5
PT Tunas Kreasi Perkasa Logistik,3.75 out of 5
PT Ciputra Graha Mitra (Jakarta),4.4286 out of 5
PT Trimegah Karya Pratama Tbk (Ultra Voucher),3 out of 5
PT Hangah Palah Sejahtera,0 out of 5
PT Setyanda Duta Makmur,3.6 out of 5
PT Global Art,4.25 out of 5
PT Thermic Coating Industries,4.5 out of 5
PT Vaksindo Satwa Nusantara,4.2941 out of 5
PT Frisian Indonesia,4.8 out of 5
PT. Sator Gourmet Selaras,4 out of 5
PT Teleplan Indonesia,4.2273 out of 5
PT Asuransi FPG Indonesia,4.0556 out of 5
PT KOI Café Indonesia,3.9697 out of 5
Kementrian ATR/BPN,4.5 out of 5
Novotel Lombok,0 out of 5
PT Serdang Tengah,4 out of 5
PT TEAM METAL INDONESIA,4.25 out of 5
PT Bangun Prima Semesta,4 out of 5
PT. Hasil Abadi Perdana,4 out of 5
Intan Anugrah Persada,4.5 out of 5
PT. Coca cola matil,3.6667 out of 5
Hypermat,4.3333 out of 5
PT. Godrej Consumer Products Indonesia,3.9 out of 5
PT Bank syariah mandiri(BSM),4.5882 out of 5
World Vision International Indonesia,4.6667 out of 5
Pt susu frisianflag,4.7273 out of 5
MSC As Agent PT Perusahaan Pelayaran Nusantara Panurjwan,4.1333 out of 5
PT Cobra Direct Sale Indonesia,4.25 out of 5
PT. TIRTA VARIA INTIPRIMA,4 out of 5
PT. SELFINC RETAIL INDONESIA,4.7857 out of 5
PT Varia inti pratama,4.5 out of 5
PT Cigna Insurance,4.25 out of 5
PT Kusumahadi Santosa,4 out of 5
PT Batang Alum Industri,3.5 out of 5
PT Panggung Electric Citrabuana,4.5714 out of 5
PT Warung Islami Bogor,5 out of 5
Yayasan Musik Jakarta,4 out of 5
PT BFI Finance Indonesia Tbk Area malang dan Sidoarjo,4 out of 5
PT . Charoen pokphand,2.6667 out of 5
PT Energi Sejahtera Mas,4.1765 out of 5
PT Vitalitys Indonesia,4.5 out of 5
PT Panen Raya Indonesia,0 out of 5
PT Perfect Companion Indonesia,4 out of 5
PT. CBA Chemical Industry,3.6875 out of 5
PT Kinarya Selaras,4.3333 out of 5
VAVA INDONESIA,4 out of 5
HLB Hadori Sugiarto Adi dan Rekan,4.0588 out of 5
PT Kangaroo Lintas Nusantara,4.3333 out of 5
PT Kopindo Jaya,4.3333 out of 5
Pt.Suryaraya Rebrerindo Industries,4.3889 out of 5
PT Bank Mayora,4 out of 5
CV. Aneka Pangan Mas,4 out of 5
Holiday Inn Resort Bali Benoa,4.75 out of 5
PT Tunas Bola Kompas Gramedia,4.5385 out of 5
PT Elken Int Indonesia,3.8 out of 5
PT Hitachi Astemo Bekasi Auto Parts,4.2222 out of 5
ASIA PULP AND PAPER,3.9672 out of 5
Al Jazeerah Signature Restaurant & Lounge,4.5 out of 5
PT Ponny Ekspress Suksestama,3.5 out of 5
PT Jejaring Makanan Indonesia,4.3333 out of 5
PT Soraya Interindo,3.7692 out of 5
PT Prima Universal,3 out of 5
PT Canning Indonesian Products,3.6667 out of 5
PT Dragon Capital Center,4 out of 5
PT Devin Buana Perkasa,4 out of 5
PT Universal Star Multilink,4.5 out of 5
Pt. KAO INDONESIA Plant Cikarang,4.4706 out of 5
Lembaga Pembiayaan Ekspor Indonesia (Indonesia Eximbank),4.4483 out of 5
LOG IN MEGASTORE,3.375 out of 5
PT LOGISTEED Indonesia,4 out of 5
PT Bandung Parahyangan Golf,4 out of 5
PT Essar Indonesia,4.2143 out of 5
PT Azbil Berca Indonesia,4.0476 out of 5
PT Sung Chang Indonesia,0 out of 5
PT EclecticConsulting,4 out of 5
PT. Pro-Pack Industries,0 out of 5
PT Mitra Asri Pratama,4.5 out of 5
CV Jaya Makmur Abadi,4.6667 out of 5
MAKTO FINTEK,5 out of 5
PT. INDOFOOD FRITOLAY MAKMURR,4.5385 out of 5
PT Bintang Subsea Indonesia,4.5 out of 5
PT Kuaikuai Tech Indonesia,4.4286 out of 5
Rudolf Chemicals/ Polymers/ Trading Indonesia,4.5 out of 5
PT Bina Informasi Optima Solusindo,4.5 out of 5
PT Forindoprima Perkasa,3.75 out of 5
PT. Preshion Engplas,4 out of 5
PT Bina Bhakti Husada,3 out of 5
PT. Medco E&P Malaka,4 out of 5
PT Reswara Minergi Hartama,4.5 out of 5
PT TT Metals Indonesia,5 out of 5
Vi8e Interactive Pte. Ltd.,3.25 out of 5
PT Cahaya Utama (Surabaya),2.8889 out of 5
Swisscontact,4.8889 out of 5
PT Shanghai Electric Power Construction,5 out of 5
PT GOLDEN GRAND MILLS,4.8 out of 5
PT Alexa Cahaya Insani,4.5 out of 5
PT Cakra Satya Internusa,4.5 out of 5
PT Lippo Cikarang Tbk,4.22 out of 5
PT Anugrah Prima Langgeng,3 out of 5
PT Kapital Bravo - Lily Kasoem Optikal,4.5 out of 5
PT Prokemas Adhikari Kreasi,3.6667 out of 5
PT Timas Suplindo,4.1628 out of 5
PT Maxindo Mobil Indonesia,4 out of 5
PT Sasmito,4.3333 out of 5
CV Bina Mekanik,4.6667 out of 5
PT PERMODALAN NASIONAL MADANI,3.9784 out of 5
Pt. Indah kiat pull & paper,4.4 out of 5
Pfizer Indonesia,4.4773 out of 5
PT Multirasa Nusatara,4.8889 out of 5
PT. SUPARMA Tbk surabaya,3 out of 5
PT Sari Pizza Indonesia,4.6818 out of 5
PT Samsung Print & Pack Indonesia,2.25 out of 5
PT Pantravel,4.3333 out of 5
PT Indo Porcelain,4.2778 out of 5
PT Kasai Teck See Indonesia,3.8 out of 5
PT Bukit Makmur Mandiri Utama,4.4831 out of 5
PT Geotechnical Systemindo,3.3333 out of 5
Axalta Powder Coating Systems Indonesia,4 out of 5
PT Jatim Petroleum Transport,3.75 out of 5
PT Finusolprima Farma Internasional (Kalbe Group),4.2857 out of 5
PT PLN (Persro) Kantor Pusat,4.5644 out of 5
Holland America Line,4.8485 out of 5
PT Eurokars Group Indonesia,4 out of 5
PT. Selaras Citra Nusantara Perkasa Tbk.,4 out of 5
KAP Rama Wendra,4.1429 out of 5
PT Mega Putra,3.3333 out of 5
PT Rukun Raharja,4 out of 5
"PT Summarecon Agung, Tbk",4.1579 out of 5
